id;year;month;municipality_code_ibge;municipality_name;dengue_cases;estimated_population;rainfall_mm;average_humidity;average_temperature
1;2015;1;1100205;Porto Velho;14;203556;406.8;87.2;25.6
2;2015;1;1302603;Manaus;130;738012;303.7;82.8;26.8
3;2015;1;1501402;Belém;112;528989;503.2;85.9;26.6
4;2015;1;2111300;São Luís;126;406974;30.2;76.3;27.8
5;2015;1;2211001;Teresina;256;355470;69.2;64.3;27.9
6;2015;1;2304400;Fortaleza;1081;1034611;72.2;76.3;27.4
7;2015;1;2408102;Natal;45;337029;30.3;78.2;27.4
8;2015;1;2504009;Campina Grande;8;183901;13.8;74.0;24.2
9;2015;1;2507507;João Pessoa;248;377756;54.8;72.4;27.8
10;2015;1;2611606;Recife;1878;644213;65.4;71.4;26.9
11;2015;1;2704302;Maceió;219;403096;29.0;77.4;26.9
12;2015;1;2800308;Aracaju;190;267071;25.5;71.1;27.8
13;2015;1;2905701;Camaçari;15;177233;26.6;74.3;26.3
14;2015;1;2910800;Feira de Santana;80;288378;13.0;77.4;26.2
15;2015;1;2927408;Salvador;81;1212383;51.3;79.0;26.5
16;2015;1;3106200;Belo Horizonte;709;1027170;103.8;52.8;25.6
17;2015;1;3136702;Juiz de Fora;208;267747;145.8;66.6;24.2
18;2015;1;3143302;Montes Claros;22;180227;0.0;44.4;27.4
19;2015;1;3170206;Uberlândia;804;336870;460.4;73.8;23.3
20;2015;1;3304557;Rio de Janeiro;235;2920214;39.2;64.6;29.8
21;2015;1;3304904;São Gonçalo;68;413779;55.5;63.8;27.7
22;2015;1;3518800;Guarulhos;955;515164;158.8;73.7;21.9
23;2015;1;3552205;Sorocaba;3979;307419;143.6;76.5;26.2
24;2015;1;4106902;Curitiba;12;789846;180.5;76.1;22.9
25;2015;1;4113700;Londrina;152;247287;237.6;72.3;25.9
26;2015;1;4115200;Maringá;76;180117;236.0;73.1;26.1
27;2015;1;4205407;Florianópolis;5;285000;186.0;76.2;26.4
28;2015;1;4305108;Caxias do Sul;0;220438;168.6;77.9;22.2
29;2015;1;4314902;Porto Alegre;3;687679;160.4;75.5;25.5
30;2015;1;5002704;Campo Grande;352;392791;153.8;60.1;21.4
31;2015;1;5103403;Cuiabá;177;279657;270.9;73.3;27.6
32;2015;1;5208707;Goiânia;3085;655531;73.6;56.5;26.9
33;2015;1;5300108;Brasília;534;1172689;93.9;60.1;23.3
34;2015;2;1100205;Porto Velho;33;203556;406.8;87.2;25.6
35;2015;2;1302603;Manaus;111;738012;214.0;79.9;27.5
36;2015;2;1501402;Belém;120;528989;414.3;87.0;26.5
37;2015;2;2111300;São Luís;114;406974;90.7;81.3;27.4
38;2015;2;2211001;Teresina;329;355470;201.0;80.4;26.7
39;2015;2;2304400;Fortaleza;1172;1034611;144.6;79.2;27.5
40;2015;2;2408102;Natal;37;337029;77.7;79.9;27.8
41;2015;2;2504009;Campina Grande;6;183901;16.8;73.4;24.8
42;2015;2;2507507;João Pessoa;278;377756;40.7;73.7;28.4
43;2015;2;2611606;Recife;2041;644213;56.2;71.4;27.4
44;2015;2;2704302;Maceió;181;403096;108.5;82.3;26.4
45;2015;2;2800308;Aracaju;257;267071;38.4;72.6;27.6
46;2015;2;2905701;Camaçari;47;177233;26.6;74.3;26.3
47;2015;2;2910800;Feira de Santana;109;288378;97.5;76.8;26.4
48;2015;2;2927408;Salvador;78;1212383;89.6;81.8;26.8
49;2015;2;3106200;Belo Horizonte;731;1027170;263.8;66.3;23.7
50;2015;2;3136702;Juiz de Fora;219;267747;100.0;75.9;22.6
51;2015;2;3143302;Montes Claros;17;180227;95.7;61.4;25.4
52;2015;2;3170206;Uberlândia;1100;336870;460.4;73.8;23.3
53;2015;2;3304557;Rio de Janeiro;206;2920214;79.3;70.2;28.5
54;2015;2;3304904;São Gonçalo;111;413779;160.7;72.3;27.0
55;2015;2;3518800;Guarulhos;1849;515164;158.8;73.7;21.9
56;2015;2;3552205;Sorocaba;11945;307419;143.6;76.5;26.2
57;2015;2;4106902;Curitiba;30;789846;243.1;81.3;21.4
58;2015;2;4113700;Londrina;196;247287;187.4;81.1;24.1
59;2015;2;4115200;Maringá;115;180117;214.3;77.9;24.9
60;2015;2;4205407;Florianópolis;5;285000;204.9;79.3;25.6
61;2015;2;4305108;Caxias do Sul;0;220438;80.0;80.9;21.2
62;2015;2;4314902;Porto Alegre;6;687679;95.0;77.4;24.9
63;2015;2;5002704;Campo Grande;407;392791;153.8;60.1;21.4
64;2015;2;5103403;Cuiabá;223;279657;317.0;76.6;27.3
65;2015;2;5208707;Goiânia;2942;655531;225.2;70.2;24.8
66;2015;2;5300108;Brasília;647;1172689;127.0;69.8;22.0
67;2015;3;1100205;Porto Velho;21;203556;406.8;87.2;25.6
68;2015;3;1302603;Manaus;127;738012;373.7;85.1;26.8
69;2015;3;1501402;Belém;165;528989;540.3;88.6;26.3
70;2015;3;2111300;São Luís;265;406974;425.9;85.9;26.7
71;2015;3;2211001;Teresina;1117;355470;250.7;80.4;26.7
72;2015;3;2304400;Fortaleza;1837;1034611;377.7;83.4;26.9
73;2015;3;2408102;Natal;71;337029;317.0;82.2;27.1
74;2015;3;2504009;Campina Grande;13;183901;96.8;79.2;24.3
75;2015;3;2507507;João Pessoa;498;377756;406.6;76.5;27.8
76;2015;3;2611606;Recife;4070;644213;341.2;76.6;26.8
77;2015;3;2704302;Maceió;233;403096;58.6;80.0;27.0
78;2015;3;2800308;Aracaju;369;267071;44.4;71.9;27.8
79;2015;3;2905701;Camaçari;69;177233;26.6;74.3;26.3
80;2015;3;2910800;Feira de Santana;156;288378;25.4;76.9;26.4
81;2015;3;2927408;Salvador;137;1212383;31.3;79.7;27.2
82;2015;3;3106200;Belo Horizonte;1705;1027170;237.2;65.6;23.9
83;2015;3;3136702;Juiz de Fora;408;267747;167.2;81.2;21.7
84;2015;3;3143302;Montes Claros;19;180227;129.6;64.0;25.7
85;2015;3;3170206;Uberlândia;2306;336870;460.4;73.8;23.3
86;2015;3;3304557;Rio de Janeiro;434;2920214;158.3;77.4;26.9
87;2015;3;3304904;São Gonçalo;149;413779;396.5;80.0;26.6
88;2015;3;3518800;Guarulhos;5828;515164;158.8;73.7;21.9
89;2015;3;3552205;Sorocaba;14276;307419;143.6;82.8;23.2
90;2015;3;4106902;Curitiba;33;789846;193.7;82.9;20.3
91;2015;3;4113700;Londrina;341;247287;112.4;78.1;23.7
92;2015;3;4115200;Maringá;170;180117;307.2;73.4;24.5
93;2015;3;4205407;Florianópolis;4;285000;148.6;77.8;24.5
94;2015;3;4305108;Caxias do Sul;1;220438;94.1;81.2;20.0
95;2015;3;4314902;Porto Alegre;13;687679;52.9;75.6;24.0
96;2015;3;5002704;Campo Grande;1072;392791;153.8;60.1;21.4
97;2015;3;5103403;Cuiabá;324;279657;320.1;77.8;27.2
98;2015;3;5208707;Goiânia;2287;655531;312.3;75.9;24.1
99;2015;3;5300108;Brasília;1082;1172689;345.5;80.9;21.2
100;2015;4;1100205;Porto Velho;20;203556;406.8;87.2;25.6
101;2015;4;1302603;Manaus;116;738012;165.5;81.8;27.5
102;2015;4;1501402;Belém;160;528989;604.9;88.0;26.7
103;2015;4;2111300;São Luís;427;406974;366.5;87.4;26.8
104;2015;4;2211001;Teresina;906;355470;250.7;80.4;26.7
105;2015;4;2304400;Fortaleza;3972;1034611;296.4;85.0;26.9
106;2015;4;2408102;Natal;70;337029;156.1;79.6;27.7
107;2015;4;2504009;Campina Grande;15;183901;31.8;75.3;25.0
108;2015;4;2507507;João Pessoa;772;377756;51.3;72.8;28.4
109;2015;4;2611606;Recife;3647;644213;74.6;73.6;27.2
110;2015;4;2704302;Maceió;347;403096;17.6;77.3;27.6
111;2015;4;2800308;Aracaju;238;267071;91.6;72.5;27.9
112;2015;4;2905701;Camaçari;59;177233;26.6;74.3;26.3
113;2015;4;2910800;Feira de Santana;245;288378;112.2;82.3;26.0
114;2015;4;2927408;Salvador;186;1212383;394.2;85.7;26.4
115;2015;4;3106200;Belo Horizonte;4174;1027170;78.7;66.8;22.5
116;2015;4;3136702;Juiz de Fora;1437;267747;39.8;81.0;19.8
117;2015;4;3143302;Montes Claros;45;180227;64.7;66.3;24.6
118;2015;4;3170206;Uberlândia;3632;336870;460.4;73.8;23.3
119;2015;4;3304557;Rio de Janeiro;926;2920214;52.7;76.8;25.4
120;2015;4;3304904;São Gonçalo;171;413779;36.3;78.6;26.3
121;2015;4;3518800;Guarulhos;7187;515164;158.8;73.7;21.9
122;2015;4;3552205;Sorocaba;7443;307419;143.6;76.8;21.5
123;2015;4;4106902;Curitiba;49;789846;52.2;81.9;18.3
124;2015;4;4113700;Londrina;798;247287;70.2;75.0;22.7
125;2015;4;4115200;Maringá;347;180117;91.4;68.6;23.6
126;2015;4;4205407;Florianópolis;9;285000;153.5;79.2;22.5
127;2015;4;4305108;Caxias do Sul;0;220438;159.8;81.7;17.5
128;2015;4;4314902;Porto Alegre;14;687679;72.5;77.2;21.0
129;2015;4;5002704;Campo Grande;803;392791;153.8;60.1;21.4
130;2015;4;5103403;Cuiabá;373;279657;104.3;78.0;27.1
131;2015;4;5208707;Goiânia;1881;655531;204.2;72.6;24.9
132;2015;4;5300108;Brasília;1913;1172689;206.8;80.9;21.7
133;2015;5;1100205;Porto Velho;15;203556;406.8;87.2;25.6
134;2015;5;1302603;Manaus;118;738012;280.8;83.4;27.3
135;2015;5;1501402;Belém;161;528989;413.7;84.9;27.2
136;2015;5;2111300;São Luís;263;406974;399.7;85.9;27.2
137;2015;5;2211001;Teresina;588;355470;115.4;80.4;26.9
138;2015;5;2304400;Fortaleza;7239;1034611;81.1;79.4;27.6
139;2015;5;2408102;Natal;24;337029;69.6;79.2;27.5
140;2015;5;2504009;Campina Grande;55;183901;20.9;77.3;24.5
141;2015;5;2507507;João Pessoa;656;377756;87.2;76.1;27.8
142;2015;5;2611606;Recife;1691;644213;178.9;77.3;26.4
143;2015;5;2704302;Maceió;463;403096;223.8;81.2;26.6
144;2015;5;2800308;Aracaju;173;267071;282.1;76.6;26.8
145;2015;5;2905701;Camaçari;71;177233;26.6;74.3;26.3
146;2015;5;2910800;Feira de Santana;305;288378;161.0;86.7;23.7
147;2015;5;2927408;Salvador;163;1212383;639.0;91.5;24.7
148;2015;5;3106200;Belo Horizonte;3513;1027170;96.7;67.3;20.1
149;2015;5;3136702;Juiz de Fora;806;267747;48.4;83.8;17.5
150;2015;5;3143302;Montes Claros;191;180227;5.8;62.9;22.8
151;2015;5;3170206;Uberlândia;3475;336870;460.4;73.8;23.3
152;2015;5;3304557;Rio de Janeiro;883;2920214;64.2;76.5;23.6
153;2015;5;3304904;São Gonçalo;137;413779;8.4;69.1;27.2
154;2015;5;3518800;Guarulhos;2146;515164;158.8;73.7;21.9
155;2015;5;3552205;Sorocaba;2002;307419;73.3;83.5;19.4
156;2015;5;4106902;Curitiba;18;789846;115.1;85.8;16.0
157;2015;5;4113700;Londrina;414;247287;142.2;81.8;19.1
158;2015;5;4115200;Maringá;183;180117;184.5;77.7;19.7
159;2015;5;4205407;Florianópolis;4;285000;203.1;82.3;20.0
160;2015;5;4305108;Caxias do Sul;0;220438;148.1;82.7;15.2
161;2015;5;4314902;Porto Alegre;9;687679;136.0;83.2;18.2
162;2015;5;5002704;Campo Grande;373;392791;153.8;60.1;21.4
163;2015;5;5103403;Cuiabá;324;279657;35.2;75.2;26.3
164;2015;5;5208707;Goiânia;1272;655531;70.7;66.0;23.5
165;2015;5;5300108;Brasília;1546;1172689;48.3;74.9;19.9
166;2015;6;1100205;Porto Velho;21;203556;406.8;87.2;25.6
167;2015;6;1302603;Manaus;87;738012;83.9;77.4;28.1
168;2015;6;1501402;Belém;117;528989;216.2;81.4;27.3
169;2015;6;2111300;São Luís;162;406974;106.7;85.9;27.2
170;2015;6;2211001;Teresina;244;355470;23.1;80.4;26.8
171;2015;6;2304400;Fortaleza;4037;1034611;66.2;79.2;26.8
172;2015;6;2408102;Natal;34;337029;301.2;83.6;25.9
173;2015;6;2504009;Campina Grande;26;183901;120.8;86.9;22.3
174;2015;6;2507507;João Pessoa;329;377756;343.2;80.7;26.1
175;2015;6;2611606;Recife;1004;644213;460.5;83.5;25.0
176;2015;6;2704302;Maceió;671;403096;347.9;85.7;25.1
177;2015;6;2800308;Aracaju;109;267071;150.4;76.8;25.9
178;2015;6;2905701;Camaçari;35;177233;26.6;74.3;26.3
179;2015;6;2910800;Feira de Santana;193;288378;99.1;90.4;22.8
180;2015;6;2927408;Salvador;142;1212383;353.1;91.0;23.8
181;2015;6;3106200;Belo Horizonte;1241;1027170;5.0;62.5;19.6
182;2015;6;3136702;Juiz de Fora;260;267747;33.3;79.3;17.1
183;2015;6;3143302;Montes Claros;107;180227;0.0;55.2;22.3
184;2015;6;3170206;Uberlândia;1185;336870;460.4;73.8;23.3
185;2015;6;3304557;Rio de Janeiro;601;2920214;65.5;78.3;22.9
186;2015;6;3304904;São Gonçalo;103;413779;45.0;66.2;26.6
187;2015;6;3518800;Guarulhos;990;515164;158.8;73.7;21.9
188;2015;6;3552205;Sorocaba;1617;307419;6.2;77.0;18.7
189;2015;6;4106902;Curitiba;17;789846;82.2;82.8;14.8
190;2015;6;4113700;Londrina;203;247287;8.4;79.2;18.3
191;2015;6;4115200;Maringá;87;180117;12.7;71.9;19.8
192;2015;6;4205407;Florianópolis;7;285000;90.9;78.3;18.4
193;2015;6;4305108;Caxias do Sul;0;220438;215.9;77.9;13.5
194;2015;6;4314902;Porto Alegre;5;687679;170.0;82.7;15.4
195;2015;6;5002704;Campo Grande;261;392791;153.8;60.1;21.4
196;2015;6;5103403;Cuiabá;192;279657;2.0;67.7;25.0
197;2015;6;5208707;Goiânia;861;655531;0.0;56.3;23.2
198;2015;6;5300108;Brasília;891;1172689;0.0;62.9;19.3
199;2015;7;1100205;Porto Velho;12;203556;406.8;87.2;25.6
200;2015;7;1302603;Manaus;116;738012;47.3;74.3;28.4
201;2015;7;1501402;Belém;88;528989;172.4;81.8;27.2
202;2015;7;2111300;São Luís;105;406974;75.9;85.9;27.2
203;2015;7;2211001;Teresina;205;355470;43.8;80.4;27.0
204;2015;7;2304400;Fortaleza;1792;1034611;147.5;79.2;26.8
205;2015;7;2408102;Natal;32;337029;316.5;83.5;25.4
206;2015;7;2504009;Campina Grande;43;183901;201.4;90.6;21.2
207;2015;7;2507507;João Pessoa;281;377756;381.4;83.1;25.4
208;2015;7;2611606;Recife;865;644213;446.3;86.0;24.2
209;2015;7;2704302;Maceió;403;403096;312.8;86.0;24.8
210;2015;7;2800308;Aracaju;106;267071;171.1;75.8;25.2
211;2015;7;2905701;Camaçari;28;177233;26.6;74.3;26.3
212;2015;7;2910800;Feira de Santana;174;288378;83.5;88.8;22.1
213;2015;7;2927408;Salvador;214;1212383;183.9;89.0;23.7
214;2015;7;3106200;Belo Horizonte;671;1027170;12.4;59.0;20.1
215;2015;7;3136702;Juiz de Fora;133;267747;23.8;77.1;17.8
216;2015;7;3143302;Montes Claros;45;180227;0.0;54.5;22.2
217;2015;7;3170206;Uberlândia;668;336870;460.4;73.8;23.3
218;2015;7;3304557;Rio de Janeiro;400;2920214;11.4;78.1;23.3
219;2015;7;3304904;São Gonçalo;112;413779;59.3;70.0;26.4
220;2015;7;3518800;Guarulhos;705;515164;158.8;73.7;21.9
221;2015;7;3552205;Sorocaba;1581;307419;124.1;83.5;18.3
222;2015;7;4106902;Curitiba;15;789846;189.5;83.7;14.9
223;2015;7;4113700;Londrina;118;247287;346.0;83.5;17.8
224;2015;7;4115200;Maringá;49;180117;378.6;77.9;18.6
225;2015;7;4205407;Florianópolis;4;285000;277.9;84.1;18.1
226;2015;7;4305108;Caxias do Sul;0;220438;272.1;84.1;13.4
227;2015;7;4314902;Porto Alegre;3;687679;309.2;87.1;15.6
228;2015;7;5002704;Campo Grande;255;392791;153.8;60.1;21.4
229;2015;7;5103403;Cuiabá;212;279657;23.1;67.8;24.5
230;2015;7;5208707;Goiânia;675;655531;2.7;50.3;23.6
231;2015;7;5300108;Brasília;427;1172689;0.8;55.0;20.3
232;2015;8;1100205;Porto Velho;4;203556;406.8;87.2;25.6
233;2015;8;1302603;Manaus;62;738012;10.7;68.9;30.2
234;2015;8;1501402;Belém;104;528989;100.6;78.1;27.8
235;2015;8;2111300;São Luís;110;406974;0.0;85.9;27.2
236;2015;8;2211001;Teresina;230;355470;2.4;80.4;27.6
237;2015;8;2304400;Fortaleza;1342;1034611;12.7;79.2;26.8
238;2015;8;2408102;Natal;22;337029;43.1;79.3;25.6
239;2015;8;2504009;Campina Grande;20;183901;24.8;82.5;21.5
240;2015;8;2507507;João Pessoa;205;377756;50.6;74.8;25.8
241;2015;8;2611606;Recife;986;644213;116.0;79.8;24.5
242;2015;8;2704302;Maceió;185;403096;163.8;83.6;24.9
243;2015;8;2800308;Aracaju;102;267071;74.4;75.0;25.2
244;2015;8;2905701;Camaçari;19;177233;26.6;74.3;26.3
245;2015;8;2910800;Feira de Santana;101;288378;25.7;86.5;21.7
246;2015;8;2927408;Salvador;161;1212383;87.5;84.9;23.4
247;2015;8;3106200;Belo Horizonte;592;1027170;0.0;52.2;20.9
248;2015;8;3136702;Juiz de Fora;158;267747;24.8;71.4;17.9
249;2015;8;3143302;Montes Claros;35;180227;1.1;48.1;22.9
250;2015;8;3170206;Uberlândia;630;336870;460.4;73.8;23.3
251;2015;8;3304557;Rio de Janeiro;271;2920214;4.1;74.7;23.7
252;2015;8;3304904;São Gonçalo;98;413779;4.9;64.7;26.7
253;2015;8;3518800;Guarulhos;786;515164;158.8;73.7;21.9
254;2015;8;3552205;Sorocaba;1744;307419;22.5;70.7;20.4
255;2015;8;4106902;Curitiba;14;789846;26.0;73.7;17.4
256;2015;8;4113700;Londrina;114;247287;35.0;65.8;20.4
257;2015;8;4115200;Maringá;54;180117;53.7;52.8;22.5
258;2015;8;4205407;Florianópolis;2;285000;73.9;80.6;20.4
259;2015;8;4305108;Caxias do Sul;0;220438;117.5;68.3;18.0
260;2015;8;4314902;Porto Alegre;8;687679;108.9;74.6;20.2
261;2015;8;5002704;Campo Grande;225;392791;153.8;60.1;21.4
262;2015;8;5103403;Cuiabá;250;279657;0.0;50.1;27.6
263;2015;8;5208707;Goiânia;798;655531;3.6;38.4;25.3
264;2015;8;5300108;Brasília;344;1172689;0.0;42.2;21.5
265;2015;9;1100205;Porto Velho;4;203556;406.8;87.2;25.6
266;2015;9;1302603;Manaus;80;738012;15.8;63.9;31.6
267;2015;9;1501402;Belém;93;528989;96.7;75.8;27.9
268;2015;9;2111300;São Luís;121;406974;0.0;85.9;27.2
269;2015;9;2211001;Teresina;191;355470;10.6;80.4;29.3
270;2015;9;2304400;Fortaleza;975;1034611;15.2;79.2;26.8
271;2015;9;2408102;Natal;31;337029;24.4;77.0;26.4
272;2015;9;2504009;Campina Grande;9;183901;11.2;76.4;22.5
273;2015;9;2507507;João Pessoa;160;377756;56.9;71.5;26.7
274;2015;9;2611606;Recife;1136;644213;35.1;73.7;25.7
275;2015;9;2704302;Maceió;130;403096;42.8;80.8;25.7
276;2015;9;2800308;Aracaju;147;267071;10.8;72.9;26.2
277;2015;9;2905701;Camaçari;15;177233;26.6;74.3;26.3
278;2015;9;2910800;Feira de Santana;65;288378;22.0;76.1;23.5
279;2015;9;2927408;Salvador;98;1212383;21.9;82.0;24.7
280;2015;9;3106200;Belo Horizonte;568;1027170;43.5;49.6;24.3
281;2015;9;3136702;Juiz de Fora;140;267747;123.2;75.0;20.2
282;2015;9;3143302;Montes Claros;23;180227;0.2;38.5;27.7
283;2015;9;3170206;Uberlândia;600;336870;460.4;73.8;23.3
284;2015;9;3304557;Rio de Janeiro;227;2920214;81.2;76.7;24.3
285;2015;9;3304904;São Gonçalo;95;413779;0.0;60.9;27.5
286;2015;9;3518800;Guarulhos;809;515164;158.8;73.7;21.9
287;2015;9;3552205;Sorocaba;1939;307419;171.1;75.4;21.1
288;2015;9;4106902;Curitiba;11;789846;129.7;79.2;18.3
289;2015;9;4113700;Londrina;107;247287;269.0;70.2;22.3
290;2015;9;4115200;Maringá;58;180117;236.7;65.3;23.0
291;2015;9;4205407;Florianópolis;3;285000;262.3;81.8;19.7
292;2015;9;4305108;Caxias do Sul;0;220438;279.4;79.2;15.0
293;2015;9;4314902;Porto Alegre;1;687679;184.0;78.5;17.2
294;2015;9;5002704;Campo Grande;227;392791;153.8;60.1;21.4
295;2015;9;5103403;Cuiabá;273;279657;24.9;52.8;29.8
296;2015;9;5208707;Goiânia;824;655531;30.4;42.5;27.8
297;2015;9;5300108;Brasília;308;1172689;21.6;42.5;24.5
298;2015;10;1100205;Porto Velho;12;203556;406.8;87.2;25.6
299;2015;10;1302603;Manaus;59;738012;31.3;62.6;30.8
300;2015;10;1501402;Belém;104;528989;26.4;73.5;28.4
301;2015;10;2111300;São Luís;163;406974;0.0;85.9;27.2
302;2015;10;2211001;Teresina;195;355470;32.5;80.4;30.5
303;2015;10;2304400;Fortaleza;1007;1034611;1.1;79.2;26.8
304;2015;10;2408102;Natal;27;337029;8.6;76.2;26.8
305;2015;10;2504009;Campina Grande;7;183901;7.4;73.2;23.2
306;2015;10;2507507;João Pessoa;182;377756;19.5;70.6;27.1
307;2015;10;2611606;Recife;2077;644213;16.6;70.4;26.4
308;2015;10;2704302;Maceió;195;403096;53.4;78.8;26.2
309;2015;10;2800308;Aracaju;151;267071;31.8;72.2;26.5
310;2015;10;2905701;Camaçari;14;177233;26.6;74.3;26.3
311;2015;10;2910800;Feira de Santana;73;288378;11.2;77.7;24.5
312;2015;10;2927408;Salvador;95;1212383;16.6;79.1;25.7
313;2015;10;3106200;Belo Horizonte;722;1027170;67.5;47.7;25.5
314;2015;10;3136702;Juiz de Fora;191;267747;63.3;73.1;21.3
315;2015;10;3143302;Montes Claros;27;180227;3.0;41.0;28.3
316;2015;10;3170206;Uberlândia;695;336870;460.4;73.8;23.3
317;2015;10;3304557;Rio de Janeiro;254;2920214;10.6;71.8;25.4
318;2015;10;3304904;São Gonçalo;166;413779;5.6;60.8;28.8
319;2015;10;3518800;Guarulhos;874;515164;158.8;73.7;21.9
320;2015;10;3552205;Sorocaba;1872;307419;101.5;69.6;23.5
321;2015;10;4106902;Curitiba;13;789846;246.7;85.5;18.4
322;2015;10;4113700;Londrina;128;247287;263.8;74.1;24.0
323;2015;10;4115200;Maringá;55;180117;312.3;70.4;24.9
324;2015;10;4205407;Florianópolis;3;285000;295.4;85.7;20.0
325;2015;10;4305108;Caxias do Sul;0;220438;370.9;85.5;16.3
326;2015;10;4314902;Porto Alegre;3;687679;307.3;81.3;18.8
327;2015;10;5002704;Campo Grande;316;392791;153.8;60.1;21.4
328;2015;10;5103403;Cuiabá;300;279657;27.8;61.8;29.8
329;2015;10;5208707;Goiânia;908;655531;18.2;43.8;29.1
330;2015;10;5300108;Brasília;390;1172689;69.4;45.3;25.6
331;2015;11;1100205;Porto Velho;9;203556;406.8;87.2;25.6
332;2015;11;1302603;Manaus;45;738012;91.3;68.3;29.8
333;2015;11;1501402;Belém;83;528989;98.3;73.3;28.3
334;2015;11;2111300;São Luís;194;406974;0.3;85.9;27.2
335;2015;11;2211001;Teresina;189;355470;14.6;80.4;30.7
336;2015;11;2304400;Fortaleza;930;1034611;1.2;79.2;26.8
337;2015;11;2408102;Natal;27;337029;0.4;76.4;27.3
338;2015;11;2504009;Campina Grande;4;183901;3.0;71.2;24.0
339;2015;11;2507507;João Pessoa;148;377756;4.8;70.7;27.7
340;2015;11;2611606;Recife;2524;644213;30.6;68.7;27.1
341;2015;11;2704302;Maceió;168;403096;1.6;76.6;27.1
342;2015;11;2800308;Aracaju;234;267071;6.8;70.7;27.0
343;2015;11;2905701;Camaçari;12;177233;26.6;74.3;26.3
344;2015;11;2910800;Feira de Santana;74;288378;4.1;66.2;26.8
345;2015;11;2927408;Salvador;73;1212383;3.2;77.7;26.9
346;2015;11;3106200;Belo Horizonte;793;1027170;184.3;59.9;25.2
347;2015;11;3136702;Juiz de Fora;160;267747;238.3;83.3;22.1
348;2015;11;3143302;Montes Claros;24;180227;103.2;52.7;28.5
349;2015;11;3170206;Uberlândia;584;336870;460.4;73.8;23.3
350;2015;11;3304557;Rio de Janeiro;266;2920214;162.1;77.4;26.0
351;2015;11;3304904;São Gonçalo;379;413779;0.0;60.6;29.3
352;2015;11;3518800;Guarulhos;882;515164;158.8;73.7;21.9
353;2015;11;3552205;Sorocaba;1778;307419;217.5;82.0;23.5
354;2015;11;4106902;Curitiba;19;789846;241.2;86.3;19.2
355;2015;11;4113700;Londrina;188;247287;421.4;82.9;23.5
356;2015;11;4115200;Maringá;54;180117;369.6;81.9;23.9
357;2015;11;4205407;Florianópolis;4;285000;165.1;81.1;22.2
358;2015;11;4305108;Caxias do Sul;0;220438;127.1;81.3;18.0
359;2015;11;4314902;Porto Alegre;2;687679;123.7;76.6;20.9
360;2015;11;5002704;Campo Grande;787;392791;153.8;60.1;21.4
361;2015;11;5103403;Cuiabá;414;279657;113.3;71.5;29.8
362;2015;11;5208707;Goiânia;985;655531;354.8;63.9;26.6
363;2015;11;5300108;Brasília;396;1172689;167.8;65.1;23.9
364;2015;12;1100205;Porto Velho;24;203556;406.8;87.2;25.6
365;2015;12;1302603;Manaus;64;738012;154.2;72.3;29.4
366;2015;12;1501402;Belém;52;528989;258.2;81.2;27.6
367;2015;12;2111300;São Luís;199;406974;11.3;85.9;27.2
368;2015;12;2211001;Teresina;199;355470;9.9;80.4;31.0
369;2015;12;2304400;Fortaleza;971;1034611;47.4;79.2;26.8
370;2015;12;2408102;Natal;39;337029;67.2;78.7;27.5
371;2015;12;2504009;Campina Grande;10;183901;3.0;72.8;24.3
372;2015;12;2507507;João Pessoa;172;377756;149.7;74.4;27.8
373;2015;12;2611606;Recife;1737;644213;91.8;69.7;27.2
374;2015;12;2704302;Maceió;152;403096;73.4;78.8;26.6
375;2015;12;2800308;Aracaju;174;267071;25.8;70.7;27.1
376;2015;12;2905701;Camaçari;6;177233;26.6;74.3;26.3
377;2015;12;2910800;Feira de Santana;68;288378;1.8;67.5;27.0
378;2015;12;2927408;Salvador;63;1212383;15.7;76.8;27.2
379;2015;12;3106200;Belo Horizonte;1896;1027170;152.3;62.7;24.5
380;2015;12;3136702;Juiz de Fora;288;267747;286.1;78.5;22.9
381;2015;12;3143302;Montes Claros;35;180227;67.1;57.7;27.5
382;2015;12;3170206;Uberlândia;699;336870;460.4;73.8;23.3
383;2015;12;3304557;Rio de Janeiro;328;2920214;106.8;68.8;28.1
384;2015;12;3304904;São Gonçalo;850;413779;9.8;63.0;29.6
385;2015;12;3518800;Guarulhos;845;515164;158.8;73.7;21.9
386;2015;12;3552205;Sorocaba;1744;307419;179.0;77.6;24.4
387;2015;12;4106902;Curitiba;37;789846;259.5;81.2;21.8
388;2015;12;4113700;Londrina;248;247287;340.6;83.0;24.2
389;2015;12;4115200;Maringá;72;180117;327.0;82.8;24.4
390;2015;12;4205407;Florianópolis;7;285000;230.9;82.5;24.7
391;2015;12;4305108;Caxias do Sul;1;220438;223.9;82.6;21.0
392;2015;12;4314902;Porto Alegre;5;687679;95.5;78.4;23.9
393;2015;12;5002704;Campo Grande;1005;392791;153.8;60.1;21.4
394;2015;12;5103403;Cuiabá;306;279657;132.2;68.7;29.8
395;2015;12;5208707;Goiânia;1195;655531;207.7;66.0;26.2
396;2015;12;5300108;Brasília;673;1172689;171.6;67.0;23.5
397;2016;1;1100205;Porto Velho;80;203556;406.8;87.2;25.6
398;2016;1;1302603;Manaus;114;738012;129.6;71.5;29.6
399;2016;1;1501402;Belém;124;528989;354.9;87.1;27.3
400;2016;1;2111300;São Luís;350;406974;204.5;85.9;27.2
401;2016;1;2211001;Teresina;256;355470;9.9;80.4;31.0
