id;year;month;municipality_code_ibge;municipality_name;dengue_cases;estimated_population;rainfall_mm;average_humidity;average_temperature
1042;2017;8;5103403;Cuiabá;157;279657;30.5;53.9;27.3
1043;2017;8;5208707;Goiânia;502;655531;0.0;36.9;25.4
1044;2017;8;5300108;Brasília;156;1172689;0.0;37.0;21.8
1045;2017;9;1100205;Porto Velho;14;203556;406.8;87.2;25.6
1046;2017;9;1302603;Manaus;25;738012;166.4;73.7;28.9
1047;2017;9;1501402;Belém;3;528989;51.9;77.3;27.9
1048;2017;9;2111300;São Luís;41;406974;0.0;85.9;27.2
1049;2017;9;2211001;Teresina;148;355470;0.0;80.4;26.5
1050;2017;9;2304400;Fortaleza;525;1034611;7.4;70.8;27.3
1051;2017;9;2408102;Natal;30;337029;74.4;74.3;25.7
1052;2017;9;2504009;Campina Grande;13;183901;40.1;76.8;21.8
1053;2017;9;2507507;João Pessoa;118;377756;120.6;74.2;26.0
1054;2017;9;2611606;Recife;62;644213;84.1;78.7;24.9
1055;2017;9;2704302;Maceió;38;403096;186.3;84.5;24.8
1056;2017;9;2800308;Aracaju;7;267071;212.2;80.1;24.6
1057;2017;9;2910800;Feira de Santana;15;288378;70.3;81.4;22.6
1058;2017;9;2927408;Salvador;5;1212383;126.1;86.8;23.5
1059;2017;9;3106200;Belo Horizonte;47;1027170;46.6;49.0;21.1
1060;2017;9;3136702;Juiz de Fora;7;267747;7.7;62.9;19.5
1061;2017;9;3143302;Montes Claros;3;180227;0.0;47.9;23.6
1062;2017;9;3170206;Uberlândia;73;336870;460.4;73.8;23.3
1063;2017;9;3304557;Rio de Janeiro;204;2920214;90.6;74.2;26.7
1064;2017;9;3304904;São Gonçalo;71;413779;0.0;51.8;28.6
1065;2017;9;3518800;Guarulhos;20;515164;158.8;73.7;21.9
1066;2017;9;3552205;Sorocaba;8;307419;15.4;63.8;22.5
1067;2017;9;4106902;Curitiba;0;789846;36.2;72.0;19.1
1068;2017;9;4113700;Londrina;2;247287;14.9;57.5;24.4
1069;2017;9;4115200;Maringá;41;180117;33.2;43.6;26.0
1070;2017;9;4205407;Florianópolis;0;285000;104.1;80.2;21.3
1071;2017;9;4305108;Caxias do Sul;0;220438;116.8;77.0;18.7
1072;2017;9;4314902;Porto Alegre;0;687679;164.7;79.1;20.5
1073;2017;9;5002704;Campo Grande;49;392791;153.8;60.1;21.4
1074;2017;9;5103403;Cuiabá;156;279657;36.8;48.4;29.1
1075;2017;9;5208707;Goiânia;436;655531;9.5;35.3;26.7
1076;2017;9;5300108;Brasília;107;1172689;9.2;39.3;22.0
1077;2017;10;1100205;Porto Velho;14;203556;406.8;87.2;25.6
1078;2017;10;1302603;Manaus;20;738012;148.1;74.2;28.6
1079;2017;10;1501402;Belém;3;528989;222.5;81.3;27.5
1080;2017;10;2111300;São Luís;42;406974;1.2;85.9;27.2
1081;2017;10;2211001;Teresina;139;355470;0.5;80.4;26.5
1082;2017;10;2304400;Fortaleza;608;1034611;10.7;72.5;27.7
1083;2017;10;2408102;Natal;33;337029;71.8;78.0;26.4
1084;2017;10;2504009;Campina Grande;19;183901;30.3;74.3;22.9
1085;2017;10;2507507;João Pessoa;139;377756;51.6;74.2;27.1
1086;2017;10;2611606;Recife;68;644213;63.1;76.2;25.8
1087;2017;10;2704302;Maceió;58;403096;67.5;80.0;25.7
1088;2017;10;2800308;Aracaju;7;267071;74.9;71.3;25.8
1089;2017;10;2905701;Camaçari;1;177233;26.6;74.3;26.3
1090;2017;10;2910800;Feira de Santana;8;288378;5.6;75.0;24.4
1091;2017;10;2927408;Salvador;11;1212383;74.1;84.8;25.0
1092;2017;10;3106200;Belo Horizonte;70;1027170;148.2;51.2;24.1
1093;2017;10;3136702;Juiz de Fora;8;267747;108.9;71.9;19.5
1094;2017;10;3143302;Montes Claros;7;180227;13.6;47.9;23.6
1095;2017;10;3170206;Uberlândia;82;336870;460.4;73.8;23.3
1096;2017;10;3304557;Rio de Janeiro;236;2920214;90.6;74.2;26.7
1097;2017;10;3304904;São Gonçalo;91;413779;0.0;50.4;29.8
1098;2017;10;3518800;Guarulhos;21;515164;158.8;73.7;21.9
1099;2017;10;3552205;Sorocaba;4;307419;111.7;74.9;22.7
1100;2017;10;4106902;Curitiba;2;789846;212.2;80.6;18.2
1101;2017;10;4113700;Londrina;2;247287;366.8;75.2;22.7
1102;2017;10;4115200;Maringá;23;180117;311.9;67.5;23.5
1103;2017;10;4205407;Florianópolis;0;285000;100.0;77.0;21.8
1104;2017;10;4305108;Caxias do Sul;0;220438;210.2;76.5;17.1
1105;2017;10;4314902;Porto Alegre;0;687679;290.4;74.3;20.1
1106;2017;10;5002704;Campo Grande;100;392791;153.8;60.1;21.4
1107;2017;10;5103403;Cuiabá;169;279657;124.6;64.2;28.4
1108;2017;10;5208707;Goiânia;653;655531;51.2;42.1;28.1
1109;2017;10;5300108;Brasília;130;1172689;33.2;43.1;24.8
1110;2017;11;1100205;Porto Velho;22;203556;406.8;87.2;25.6
1111;2017;11;1302603;Manaus;24;738012;195.7;77.5;28.6
1112;2017;11;1501402;Belém;8;528989;103.3;77.9;27.7
1113;2017;11;2111300;São Luís;38;406974;0.6;85.9;27.2
1114;2017;11;2211001;Teresina;115;355470;14.7;80.4;26.5
1115;2017;11;2304400;Fortaleza;530;1034611;9.5;72.9;27.7
1116;2017;11;2408102;Natal;32;337029;8.9;82.0;27.2
1117;2017;11;2504009;Campina Grande;8;183901;3.9;71.7;23.8
1118;2017;11;2507507;João Pessoa;126;377756;11.0;70.8;28.0
1119;2017;11;2611606;Recife;47;644213;14.8;71.1;27.0
1120;2017;11;2704302;Maceió;43;403096;14.5;79.0;26.6
1121;2017;11;2800308;Aracaju;7;267071;28.2;71.2;26.5
1122;2017;11;2910800;Feira de Santana;15;288378;34.8;68.7;25.6
1123;2017;11;2927408;Salvador;2;1212383;77.4;86.0;26.0
1124;2017;11;3106200;Belo Horizonte;59;1027170;185.6;67.6;22.5
1125;2017;11;3136702;Juiz de Fora;4;267747;199.5;81.8;19.5
1126;2017;11;3143302;Montes Claros;5;180227;13.6;47.9;23.6
1127;2017;11;3170206;Uberlândia;102;336870;460.4;73.8;23.3
1128;2017;11;3304557;Rio de Janeiro;179;2920214;90.6;74.2;26.7
1129;2017;11;3304904;São Gonçalo;78;413779;0.4;58.3;29.6
1130;2017;11;3518800;Guarulhos;18;515164;158.8;73.7;21.9
1131;2017;11;3552205;Sorocaba;2;307419;162.7;73.8;22.4
1132;2017;11;4106902;Curitiba;3;789846;129.4;76.1;18.6
1133;2017;11;4113700;Londrina;11;247287;242.6;75.3;23.0
1134;2017;11;4115200;Maringá;16;180117;132.9;66.2;23.8
1135;2017;11;4205407;Florianópolis;0;285000;100.0;72.7;22.6
1136;2017;11;4305108;Caxias do Sul;0;220438;207.0;73.1;17.6
1137;2017;11;4314902;Porto Alegre;0;687679;137.9;69.8;20.9
1138;2017;11;5002704;Campo Grande;172;392791;153.8;60.1;21.4
1139;2017;11;5103403;Cuiabá;175;279657;257.3;72.4;28.7
1140;2017;11;5208707;Goiânia;445;655531;296.1;68.5;25.3
1141;2017;11;5300108;Brasília;125;1172689;319.7;75.7;21.8
1142;2017;12;1100205;Porto Velho;18;203556;406.8;87.2;25.6
1143;2017;12;1302603;Manaus;21;738012;512.8;84.1;27.2
1144;2017;12;1501402;Belém;7;528989;243.4;83.5;27.2
1145;2017;12;2111300;São Luís;41;406974;63.2;85.9;27.2
1146;2017;12;2211001;Teresina;116;355470;94.1;80.4;26.5
1147;2017;12;2304400;Fortaleza;545;1034611;20.7;74.7;28.1
1148;2017;12;2408102;Natal;28;337029;46.9;83.2;27.6
1149;2017;12;2504009;Campina Grande;7;183901;3.9;71.6;24.5
1150;2017;12;2507507;João Pessoa;112;377756;26.6;72.4;28.7
1151;2017;12;2611606;Recife;53;644213;30.3;72.1;27.5
1152;2017;12;2704302;Maceió;25;403096;57.0;78.6;26.7
1153;2017;12;2800308;Aracaju;4;267071;21.1;68.3;26.8
1154;2017;12;2905701;Camaçari;1;177233;26.6;74.3;26.3
1155;2017;12;2910800;Feira de Santana;9;288378;14.4;67.4;26.6
1156;2017;12;2927408;Salvador;4;1212383;83.0;80.0;26.8
1157;2017;12;3106200;Belo Horizonte;54;1027170;330.0;69.0;23.7
1158;2017;12;3136702;Juiz de Fora;4;267747;88.9;82.1;19.5
1159;2017;12;3143302;Montes Claros;5;180227;244.0;76.6;24.6
1160;2017;12;3170206;Uberlândia;117;336870;460.4;73.8;23.3
1161;2017;12;3304557;Rio de Janeiro;224;2920214;90.6;74.2;26.7
1162;2017;12;3304904;São Gonçalo;67;413779;1.0;59.1;29.9
1163;2017;12;3518800;Guarulhos;16;515164;158.8;73.7;21.9
1164;2017;12;3552205;Sorocaba;1;307419;156.8;76.8;24.1
1165;2017;12;4106902;Curitiba;4;789846;144.8;80.8;20.6
1166;2017;12;4113700;Londrina;7;247287;273.0;77.1;24.9
1167;2017;12;4115200;Maringá;5;180117;210.1;73.7;25.2
1168;2017;12;4205407;Florianópolis;1;285000;100.0;72.7;22.6
1169;2017;12;4305108;Caxias do Sul;0;220438;113.9;77.8;21.3
1170;2017;12;4314902;Porto Alegre;0;687679;153.5;72.3;24.2
1171;2017;12;5002704;Campo Grande;121;392791;153.8;60.1;21.4
1172;2017;12;5103403;Cuiabá;181;279657;309.1;75.4;27.6
1173;2017;12;5208707;Goiânia;531;655531;244.4;74.9;24.7
1174;2017;12;5300108;Brasília;123;1172689;267.6;77.3;21.8
1175;2018;1;1100205;Porto Velho;16;203556;406.8;87.2;25.6
1176;2018;1;1302603;Manaus;10;738012;215.3;83.3;26.8
1177;2018;1;1501402;Belém;15;528989;362.8;87.7;26.4
1178;2018;1;2111300;São Luís;48;406974;253.0;85.9;27.2
1179;2018;1;2211001;Teresina;184;355470;175.6;80.4;26.5
1180;2018;1;2304400;Fortaleza;142;1034611;151.6;77.6;27.6
1181;2018;1;2408102;Natal;350;337029;76.6;83.2;27.6
1182;2018;1;2504009;Campina Grande;25;183901;64.2;74.4;24.3
1183;2018;1;2507507;João Pessoa;157;377756;100.7;74.7;28.2
1184;2018;1;2611606;Recife;67;644213;153.6;72.7;27.3
1185;2018;1;2704302;Maceió;32;403096;175.8;78.9;26.5
1186;2018;1;2800308;Aracaju;2;267071;14.9;64.5;27.5
1187;2018;1;2905701;Camaçari;1;177233;26.6;74.3;26.3
1188;2018;1;2910800;Feira de Santana;25;288378;46.3;74.1;26.3
1189;2018;1;2927408;Salvador;8;1212383;77.5;79.4;27.1
1190;2018;1;3106200;Belo Horizonte;47;1027170;166.5;59.5;24.6
1191;2018;1;3136702;Juiz de Fora;11;267747;263.7;78.9;22.3
1192;2018;1;3143302;Montes Claros;14;180227;0.0;76.6;24.6
1193;2018;1;3170206;Uberlândia;146;336870;460.4;73.8;23.3
1194;2018;1;3304557;Rio de Janeiro;439;2920214;90.6;74.2;26.7
1195;2018;1;3304904;São Gonçalo;130;413779;62.4;66.6;28.7
1196;2018;1;3518800;Guarulhos;13;515164;158.8;73.7;21.9
1197;2018;1;3552205;Sorocaba;4;307419;170.5;80.6;24.2
1198;2018;1;4106902;Curitiba;5;789846;371.9;81.1;20.9
1199;2018;1;4113700;Londrina;1;247287;375.7;81.7;24.0
1200;2018;1;4115200;Maringá;3;180117;357.7;79.2;24.3
1201;2018;1;4205407;Florianópolis;1;285000;100.0;81.2;25.2
1202;2018;1;4305108;Caxias do Sul;0;220438;169.9;79.0;21.1
1203;2018;1;4314902;Porto Alegre;0;687679;150.0;73.2;24.9
1204;2018;1;5002704;Campo Grande;234;392791;153.8;60.1;21.4
1205;2018;1;5103403;Cuiabá;253;279657;384.1;76.9;27.4
1206;2018;1;5208707;Goiânia;1466;655531;206.6;67.0;25.3
1207;2018;1;5300108;Brasília;122;1172689;151.6;69.9;22.2
1208;2018;2;1100205;Porto Velho;17;203556;406.8;87.2;25.6
1209;2018;2;1302603;Manaus;11;738012;331.4;79.6;27.2
1210;2018;2;1501402;Belém;13;528989;671.6;90.3;26.1
1211;2018;2;2111300;São Luís;77;406974;531.0;85.9;27.2
1212;2018;2;2211001;Teresina;126;355470;329.7;80.4;26.5
1213;2018;2;2304400;Fortaleza;147;1034611;229.5;83.4;26.8
1214;2018;2;2408102;Natal;409;337029;217.2;83.2;27.6
1215;2018;2;2504009;Campina Grande;27;183901;64.2;75.8;24.3
1216;2018;2;2507507;João Pessoa;181;377756;142.3;76.7;28.0
1217;2018;2;2611606;Recife;77;644213;146.2;77.2;27.1
1218;2018;2;2704302;Maceió;17;403096;142.7;79.3;26.4
1219;2018;2;2800308;Aracaju;3;267071;78.6;66.6;27.2
1220;2018;2;2905701;Camaçari;1;177233;26.6;74.3;26.3
1221;2018;2;2910800;Feira de Santana;20;288378;9.1;69.7;26.4
1222;2018;2;2927408;Salvador;6;1212383;65.4;80.3;27.2
1223;2018;2;3106200;Belo Horizonte;38;1027170;213.1;71.9;23.2
1224;2018;2;3136702;Juiz de Fora;11;267747;263.7;84.8;21.5
1225;2018;2;3143302;Montes Claros;17;180227;333.9;78.6;24.3
1226;2018;2;3170206;Uberlândia;120;336870;460.4;73.8;23.3
1227;2018;2;3304557;Rio de Janeiro;352;2920214;90.6;74.2;26.7
1228;2018;2;3304904;São Gonçalo;138;413779;322.9;80.0;27.1
1229;2018;2;3518800;Guarulhos;10;515164;158.8;73.7;21.9
1230;2018;2;3552205;Sorocaba;4;307419;9.3;74.5;23.9
1231;2018;2;4106902;Curitiba;5;789846;96.8;79.7;20.0
1232;2018;2;4113700;Londrina;5;247287;116.6;75.5;24.0
1233;2018;2;4115200;Maringá;0;180117;88.7;69.8;24.4
1234;2018;2;4205407;Florianópolis;0;285000;116.6;73.9;24.8
1235;2018;2;4305108;Caxias do Sul;0;220438;121.3;75.5;20.5
1236;2018;2;4314902;Porto Alegre;1;687679;119.1;72.1;23.9
1237;2018;2;5002704;Campo Grande;174;392791;153.8;60.1;21.4
1238;2018;2;5103403;Cuiabá;269;279657;478.5;78.7;27.3
1239;2018;2;5208707;Goiânia;1503;655531;288.7;70.3;24.9
1240;2018;2;5300108;Brasília;99;1172689;272.0;75.7;21.9
1241;2018;3;1100205;Porto Velho;10;203556;406.8;87.2;25.6
1242;2018;3;1302603;Manaus;18;738012;242.9;80.5;27.6
1243;2018;3;1501402;Belém;13;528989;506.7;88.5;26.8
1244;2018;3;2111300;São Luís;64;406974;251.4;85.9;27.2
1245;2018;3;2211001;Teresina;87;355470;296.9;80.4;26.5
1246;2018;3;2304400;Fortaleza;257;1034611;277.4;80.6;27.6
1247;2018;3;2408102;Natal;881;337029;274.4;83.2;27.6
1248;2018;3;2504009;Campina Grande;42;183901;65.4;82.2;24.1
1249;2018;3;2507507;João Pessoa;169;377756;204.4;77.0;28.2
1250;2018;3;2611606;Recife;112;644213;120.6;76.7;27.0
1251;2018;3;2704302;Maceió;18;403096;172.9;80.3;26.7
1252;2018;3;2800308;Aracaju;1;267071;186.2;67.8;27.2
1253;2018;3;2905701;Camaçari;1;177233;26.6;74.3;26.3
1254;2018;3;2910800;Feira de Santana;24;288378;73.8;71.6;26.4
1255;2018;3;2927408;Salvador;6;1212383;188.7;78.8;27.7
1256;2018;3;3106200;Belo Horizonte;52;1027170;391.3;68.2;24.1
1257;2018;3;3136702;Juiz de Fora;17;267747;248.9;83.6;22.3
1258;2018;3;3143302;Montes Claros;34;180227;104.1;79.1;25.0
1259;2018;3;3170206;Uberlândia;187;336870;460.4;73.8;23.3
1260;2018;3;3304557;Rio de Janeiro;559;2920214;90.6;74.2;26.7
1261;2018;3;3304904;São Gonçalo;289;413779;89.5;80.4;27.3
1262;2018;3;3518800;Guarulhos;7;515164;158.8;73.7;21.9
1263;2018;3;3552205;Sorocaba;6;307419;203.1;80.9;25.3
1264;2018;3;4106902;Curitiba;3;789846;327.6;82.8;21.5
1265;2018;3;4113700;Londrina;4;247287;233.7;78.8;25.2
1266;2018;3;4115200;Maringá;4;180117;228.8;76.4;25.5
1267;2018;3;4205407;Florianópolis;0;285000;116.6;80.8;24.7
1268;2018;3;4305108;Caxias do Sul;0;220438;117.7;80.2;20.1
1269;2018;3;4314902;Porto Alegre;0;687679;99.4;75.9;23.1
1270;2018;3;5002704;Campo Grande;176;392791;153.8;60.1;21.4
1271;2018;3;5103403;Cuiabá;252;279657;181.5;81.1;27.7
1272;2018;3;5208707;Goiânia;1898;655531;156.7;71.3;25.5
1273;2018;3;5300108;Brasília;110;1172689;241.4;76.0;22.3
1274;2018;4;1100205;Porto Velho;7;203556;406.8;87.2;25.6
1275;2018;4;1302603;Manaus;13;738012;280.8;84.0;26.9
1276;2018;4;1501402;Belém;8;528989;406.3;88.9;26.4
1277;2018;4;2111300;São Luís;68;406974;478.2;85.9;27.2
1278;2018;4;2211001;Teresina;116;355470;299.9;80.4;26.5
1279;2018;4;2304400;Fortaleza;247;1034611;185.8;82.6;26.9
1280;2018;4;2408102;Natal;1562;337029;290.2;83.2;27.6
1281;2018;4;2504009;Campina Grande;54;183901;182.5;86.4;23.3
1282;2018;4;2507507;João Pessoa;305;377756;357.7;83.7;27.1
1283;2018;4;2611606;Recife;165;644213;484.0;85.6;25.8
1284;2018;4;2704302;Maceió;30;403096;479.0;82.7;25.7
1285;2018;4;2800308;Aracaju;9;267071;150.5;65.4;27.1
1286;2018;4;2905701;Camaçari;1;177233;26.6;74.3;26.3
1287;2018;4;2910800;Feira de Santana;20;288378;154.3;76.2;26.0
1288;2018;4;2927408;Salvador;9;1212383;241.5;78.8;27.7
1289;2018;4;3106200;Belo Horizonte;57;1027170;13.4;63.2;22.2
1290;2018;4;3136702;Juiz de Fora;13;267747;95.2;81.3;19.8
1291;2018;4;3143302;Montes Claros;55;180227;41.6;75.3;23.1
1292;2018;4;3170206;Uberlândia;295;336870;460.4;73.8;23.3
1293;2018;4;3304557;Rio de Janeiro;674;2920214;90.6;74.2;26.7
1294;2018;4;3304904;São Gonçalo;236;413779;267.8;87.1;25.9
1295;2018;4;3518800;Guarulhos;16;515164;158.8;73.7;21.9
1296;2018;4;3552205;Sorocaba;4;307419;203.1;80.9;25.3
1297;2018;4;4106902;Curitiba;2;789846;23.2;78.2;19.4
1298;2018;4;4113700;Londrina;3;247287;20.3;72.0;23.6
1299;2018;4;4115200;Maringá;0;180117;26.7;63.3;24.2
1300;2018;4;4205407;Florianópolis;0;285000;116.6;78.9;24.3
1301;2018;4;4305108;Caxias do Sul;0;220438;127.4;78.0;19.9
1302;2018;4;4314902;Porto Alegre;0;687679;103.3;77.1;23.4
1303;2018;4;5002704;Campo Grande;176;392791;153.8;60.1;21.4
1304;2018;4;5103403;Cuiabá;117;279657;134.5;75.1;26.9
1305;2018;4;5208707;Goiânia;1623;655531;224.5;67.4;25.5
1306;2018;4;5300108;Brasília;112;1172689;218.8;77.1;20.7
1307;2018;5;1100205;Porto Velho;7;203556;406.8;87.2;25.6
1308;2018;5;1302603;Manaus;14;738012;179.4;83.6;27.1
1309;2018;5;1501402;Belém;13;528989;438.2;87.8;26.6
1310;2018;5;2111300;São Luís;69;406974;374.2;85.9;27.2
1311;2018;5;2211001;Teresina;120;355470;66.6;80.4;26.5
1312;2018;5;2304400;Fortaleza;115;1034611;217.1;80.5;27.0
1313;2018;5;2408102;Natal;1128;337029;223.3;83.2;27.6
1314;2018;5;2504009;Campina Grande;136;183901;110.2;82.7;22.6
1315;2018;5;2507507;João Pessoa;342;377756;245.8;81.6;26.6
1316;2018;5;2611606;Recife;131;644213;231.6;82.6;25.7
1317;2018;5;2704302;Maceió;43;403096;205.3;82.5;25.5
1318;2018;5;2800308;Aracaju;11;267071;124.2;68.7;26.4
1319;2018;5;2905701;Camaçari;4;177233;26.6;74.3;26.3
1320;2018;5;2910800;Feira de Santana;21;288378;79.3;85.4;23.8
1321;2018;5;2927408;Salvador;9;1212383;220.0;78.8;27.7
1322;2018;5;3106200;Belo Horizonte;36;1027170;19.0;60.5;20.5
1323;2018;5;3136702;Juiz de Fora;9;267747;15.1;81.8;18.0
1324;2018;5;3143302;Montes Claros;41;180227;12.6;63.5;22.1
1325;2018;5;3170206;Uberlândia;259;336870;460.4;73.8;23.3
1326;2018;5;3304557;Rio de Janeiro;623;2920214;90.6;74.2;26.7
1327;2018;5;3304904;São Gonçalo;138;413779;19.1;80.5;25.5
1328;2018;5;3518800;Guarulhos;7;515164;158.8;73.7;21.9
1329;2018;5;3552205;Sorocaba;2;307419;14.5;75.9;19.9
1330;2018;5;4106902;Curitiba;1;789846;27.4;78.2;16.9
1331;2018;5;4113700;Londrina;2;247287;34.3;72.3;20.3
1332;2018;5;4115200;Maringá;1;180117;49.8;64.6;21.0
1333;2018;5;4205407;Florianópolis;1;285000;116.6;81.2;20.9
1334;2018;5;4305108;Caxias do Sul;0;220438;124.8;80.1;15.4
1335;2018;5;4314902;Porto Alegre;0;687679;88.2;79.5;18.0
1336;2018;5;5002704;Campo Grande;124;392791;153.8;60.1;21.4
1337;2018;5;5103403;Cuiabá;85;279657;32.4;69.3;25.3
1338;2018;5;5208707;Goiânia;1331;655531;13.1;55.7;25.5
1339;2018;5;5300108;Brasília;123;1172689;10.9;63.8;19.7
1340;2018;6;1100205;Porto Velho;2;203556;406.8;87.2;25.6
1341;2018;6;1302603;Manaus;5;738012;188.6;75.4;27.7
1342;2018;6;1501402;Belém;12;528989;132.8;80.6;27.4
1343;2018;6;2111300;São Luís;25;406974;106.3;85.9;27.2
1344;2018;6;2211001;Teresina;94;355470;13.3;80.4;26.5
1345;2018;6;2304400;Fortaleza;88;1034611;51.2;76.9;26.6
1346;2018;6;2408102;Natal;766;337029;252.8;83.2;27.6
1347;2018;6;2504009;Campina Grande;122;183901;38.2;82.6;21.8
1348;2018;6;2507507;João Pessoa;297;377756;108.9;78.6;25.9
1349;2018;6;2611606;Recife;112;644213;143.0;83.0;24.5
1350;2018;6;2704302;Maceió;26;403096;172.1;84.8;25.1
1351;2018;6;2800308;Aracaju;3;267071;214.4;69.4;25.5
1352;2018;6;2905701;Camaçari;4;177233;26.6;74.3;26.3
1353;2018;6;2910800;Feira de Santana;30;288378;101.1;84.1;22.3
1354;2018;6;2927408;Salvador;8;1212383;175.8;78.8;27.7
1355;2018;6;3106200;Belo Horizonte;28;1027170;0.0;60.3;20.6
1356;2018;6;3136702;Juiz de Fora;5;267747;19.2;86.1;17.8
1357;2018;6;3143302;Montes Claros;26;180227;0.0;59.7;21.7
1358;2018;6;3170206;Uberlândia;137;336870;460.4;73.8;23.3
1359;2018;6;3304557;Rio de Janeiro;485;2920214;90.6;74.2;26.7
1360;2018;6;3304904;São Gonçalo;93;413779;10.8;71.1;25.7
1361;2018;6;3518800;Guarulhos;9;515164;158.8;73.7;21.9
1362;2018;6;3552205;Sorocaba;3;307419;20.6;77.4;18.9
1363;2018;6;4106902;Curitiba;0;789846;27.4;78.2;16.9
1364;2018;6;4113700;Londrina;4;247287;29.2;78.5;19.2
1365;2018;6;4115200;Maringá;0;180117;66.7;73.3;19.3
1366;2018;6;4205407;Florianópolis;0;285000;116.6;82.9;17.6
1367;2018;6;4305108;Caxias do Sul;0;220438;166.7;81.4;11.9
1368;2018;6;4314902;Porto Alegre;0;687679;149.8;82.7;13.3
1369;2018;6;5002704;Campo Grande;90;392791;153.8;60.1;21.4
1370;2018;6;5103403;Cuiabá;57;279657;0.7;73.9;22.7
1371;2018;6;5208707;Goiânia;751;655531;0.0;51.6;23.5
1372;2018;6;5300108;Brasília;95;1172689;0.0;56.4;19.7
1373;2018;7;1100205;Porto Velho;6;203556;406.8;87.2;25.6
1374;2018;7;1302603;Manaus;15;738012;54.1;70.9;28.3
1375;2018;7;1501402;Belém;6;528989;135.0;81.1;27.2
1376;2018;7;2111300;São Luís;30;406974;75.4;85.9;27.2
1377;2018;7;2211001;Teresina;70;355470;6.3;80.4;26.5
1378;2018;7;2304400;Fortaleza;75;1034611;197.4;76.2;26.4
1379;2018;7;2408102;Natal;642;337029;289.1;83.2;27.6
1380;2018;7;2504009;Campina Grande;90;183901;34.0;79.1;21.4
1381;2018;7;2507507;João Pessoa;252;377756;198.8;77.2;25.6
1382;2018;7;2611606;Recife;108;644213;135.3;82.3;24.0
1383;2018;7;2704302;Maceió;38;403096;226.9;86.5;24.2
1384;2018;7;2800308;Aracaju;4;267071;110.2;67.3;25.0
1385;2018;7;2905701;Camaçari;4;177233;26.6;74.3;26.3
1386;2018;7;2910800;Feira de Santana;45;288378;8.7;83.6;21.9
1387;2018;7;2927408;Salvador;6;1212383;63.6;78.8;27.7
1388;2018;7;3106200;Belo Horizonte;31;1027170;3.1;54.5;20.1
1389;2018;7;3136702;Juiz de Fora;6;267747;12.8;79.5;17.9
1390;2018;7;3143302;Montes Claros;10;180227;0.0;52.9;21.1
1391;2018;7;3170206;Uberlândia;106;336870;460.4;73.8;23.3
1392;2018;7;3304557;Rio de Janeiro;421;2920214;90.6;74.2;26.7
1393;2018;7;3304904;São Gonçalo;88;413779;0.0;64.2;26.9
1394;2018;7;3518800;Guarulhos;6;515164;158.8;73.7;21.9
1395;2018;7;3552205;Sorocaba;2;307419;10.1;73.7;18.7
1396;2018;7;4106902;Curitiba;0;789846;27.4;78.2;16.9
1397;2018;7;4113700;Londrina;0;247287;1.8;66.1;20.0
1398;2018;7;4115200;Maringá;2;180117;6.1;53.3;20.9
1399;2018;7;4205407;Florianópolis;0;285000;116.6;84.4;17.2
1400;2018;7;4305108;Caxias do Sul;0;220438;187.8;83.4;12.9
1401;2018;7;4314902;Porto Alegre;0;687679;186.5;84.2;14.6
1402;2018;7;5002704;Campo Grande;64;392791;153.8;60.1;21.4
1403;2018;7;5103403;Cuiabá;58;279657;1.0;64.4;23.7
1404;2018;7;5208707;Goiânia;602;655531;0.0;43.4;23.2
1405;2018;7;5300108;Brasília;73;1172689;0.0;49.3;19.4
1406;2018;8;1100205;Porto Velho;8;203556;406.8;87.2;25.6
1407;2018;8;1302603;Manaus;13;738012;19.5;68.3;29.0
1408;2018;8;1501402;Belém;3;528989;192.5;83.6;26.7
1409;2018;8;2111300;São Luís;34;406974;27.2;85.9;27.2
1410;2018;8;2211001;Teresina;68;355470;6.3;80.4;26.5
1411;2018;8;2304400;Fortaleza;72;1034611;21.0;74.3;26.8
1412;2018;8;2408102;Natal;555;337029;45.0;83.2;27.6
1413;2018;8;2504009;Campina Grande;26;183901;10.4;74.5;22.3
1414;2018;8;2507507;João Pessoa;258;377756;82.8;75.4;26.0
1415;2018;8;2611606;Recife;111;644213;98.4;80.0;24.4
1416;2018;8;2704302;Maceió;39;403096;65.1;82.5;25.2
1417;2018;8;2800308;Aracaju;4;267071;33.4;65.1;25.5
1418;2018;8;2905701;Camaçari;2;177233;26.6;74.3;26.3
1419;2018;8;2910800;Feira de Santana;65;288378;35.2;81.9;23.1
1420;2018;8;2927408;Salvador;7;1212383;62.0;78.8;27.7
1421;2018;8;3106200;Belo Horizonte;29;1027170;39.7;59.6;20.3
1422;2018;8;3136702;Juiz de Fora;3;267747;66.1;86.9;16.6
1423;2018;8;3143302;Montes Claros;9;180227;1.7;50.8;23.9
1424;2018;8;3170206;Uberlândia;84;336870;460.4;73.8;23.3
1425;2018;8;3304557;Rio de Janeiro;278;2920214;90.6;74.2;26.7
1426;2018;8;3304904;São Gonçalo;51;413779;0.0;60.1;27.6
1427;2018;8;3518800;Guarulhos;4;515164;158.8;73.7;21.9
1428;2018;8;3552205;Sorocaba;3;307419;58.5;77.5;18.2
1429;2018;8;4106902;Curitiba;1;789846;27.4;78.2;14.6
1430;2018;8;4113700;Londrina;3;247287;227.3;74.7;17.9
1431;2018;8;4115200;Maringá;1;180117;257.1;66.4;18.5
1432;2018;8;4205407;Florianópolis;0;285000;70.0;79.0;16.8
