municipality_code_ibge;municipality_name;year;month;estimated_population;rainfall_mm;average_temperature;average_humidity;dengue_cases
3136702;Juiz de Fora;2018;6;567730;16.9;18.3;80.6;9
3136702;Juiz de Fora;2018;7;567730;20.0;17.7;75.9;7
3136702;Juiz de Fora;2018;8;567730;76.7;17.1;82.5;3
3136702;Juiz de Fora;2018;9;567730;54.3;19.4;78.6;13
3136702;Juiz de Fora;2018;10;567730;108.9;20.5;82.9;11
3136702;Juiz de Fora;2018;11;567730;275.7;20.5;84.7;11
3136702;Juiz de Fora;2018;12;567730;167.1;22.3;80.2;27
3136702;Juiz de Fora;2018;12;567730;167.1;22.3;80.2;7
3136702;Juiz de Fora;2019;1;567730;64.4;24.6;73.1;89
3136702;Juiz de Fora;2019;2;567730;173.2;23.3;79.4;236
3136702;Juiz de Fora;2019;3;567730;151.7;22.4;83.6;1160
3136702;Juiz de Fora;2019;4;567730;49.1;21.8;81.7;2070
3136702;Juiz de Fora;2019;5;567730;49.2;20.1;81.0;3187
3136702;Juiz de Fora;2019;6;567730;4.5;18.2;79.3;1065
3136702;Juiz de Fora;2019;7;567730;8.6;16.6;74.2;88
3136702;Juiz de Fora;2019;8;567730;25.7;17.3;76.3;27
3136702;Juiz de Fora;2019;9;567730;57.0;20.5;71.5;24
3136702;Juiz de Fora;2019;10;567730;87.5;21.1;78.7;33
3136702;Juiz de Fora;2019;11;567730;160.2;21.1;82.4;17
3136702;Juiz de Fora;2019;12;567730;150.2;22.0;81.7;26
3136702;Juiz de Fora;2019;12;567730;150.2;22.0;81.7;6
3136702;Juiz de Fora;2020;1;567730;246.4;22.9;83.3;40
3136702;Juiz de Fora;2020;2;567730;332.4;22.2;85.1;49
3136702;Juiz de Fora;2020;3;567730;157.6;21.0;83.8;50
3136702;Juiz de Fora;2020;4;567730;53.1;19.6;82.6;40
3136702;Juiz de Fora;2020;5;567730;38.0;17.5;77.5;28
3136702;Juiz de Fora;2020;6;567730;14.2;18.3;78.0;18
3136702;Juiz de Fora;2020;7;567730;16.6;18.1;76.4;20
3136702;Juiz de Fora;2020;8;567730;22.8;17.7;74.2;13
3136702;Juiz de Fora;2020;9;567730;34.5;21.6;66.0;17
3136702;Juiz de Fora;2020;10;567730;75.2;21.0;78.9;14
3136702;Juiz de Fora;2020;11;567730;221.6;20.5;83.3;20
3136702;Juiz de Fora;2020;12;567730;296.1;22.5;83.1;14
3136702;Juiz de Fora;2021;1;567730;202.0;23.1;76.0;22
3136702;Juiz de Fora;2021;2;567730;296.8;22.1;82.5;20
3136702;Juiz de Fora;2021;3;567730;114.0;22.5;79.3;25
3136702;Juiz de Fora;2021;4;567730;70.4;19.2;79.9;12
3136702;Juiz de Fora;2021;5;567730;29.8;18.4;79.1;28
3136702;Juiz de Fora;2021;6;567730;18.0;16.7;83.0;12
3136702;Juiz de Fora;2021;7;567730;8.1;15.3;73.5;3
3136702;Juiz de Fora;2021;8;567730;25.4;17.9;72.7;9
3136702;Juiz de Fora;2021;9;567730;18.3;20.9;72.3;9
3136702;Juiz de Fora;2021;10;567730;236.9;19.5;84.6;4
3136702;Juiz de Fora;2021;11;567730;207.3;19.9;80.4;10
3136702;Juiz de Fora;2021;12;567730;357.6;20.7;84.6;1
3136702;Juiz de Fora;2022;1;567730;285.6;22.4;81.9;23
3136702;Juiz de Fora;2022;2;567730;385.5;21.8;85.6;7
3136702;Juiz de Fora;2022;3;567730;43.5;22.9;73.8;31
3136702;Juiz de Fora;2022;4;567730;65.1;20.6;80.2;46
3136702;Juiz de Fora;2022;5;567730;29.3;17.8;74.6;53
3136702;Juiz de Fora;2022;6;567730;10.5;16.7;78.0;16
3136702;Juiz de Fora;2022;7;567730;5.3;17.5;72.7;3
3136702;Juiz de Fora;2022;8;567730;11.2;17.3;72.2;8
3136702;Juiz de Fora;2022;9;567730;100.3;18.0;76.0;5
3136702;Juiz de Fora;2022;10;567730;128.3;21.0;79.4;13
3136702;Juiz de Fora;2022;11;567730;217.5;19.3;83.3;12
3136702;Juiz de Fora;2022;12;567730;257.0;20.9;84.3;12
3136702;Juiz de Fora;2023;1;567730;306.7;21.8;84.4;51
3136702;Juiz de Fora;2023;2;567730;202.5;23.0;81.0;133
3136702;Juiz de Fora;2023;3;567730;63.8;22.5;79.2;414
3136702;Juiz de Fora;2023;4;567730;88.9;20.1;81.9;1004
3136702;Juiz de Fora;2023;5;567730;15.2;17.9;81.0;561
3136702;Juiz de Fora;2023;6;567730;19.6;17.0;74.9;166
3136702;Juiz de Fora;2023;7;567730;12.6;16.8;78.3;49
3136702;Juiz de Fora;2023;8;567730;50.9;18.7;74.8;34
3136702;Juiz de Fora;2023;9;567730;24.1;21.1;70.7;44
3136702;Juiz de Fora;2023;10;567730;187.2;22.0;81.5;63
3136702;Juiz de Fora;2023;11;567730;108.1;23.2;73.9;87
3136702;Juiz de Fora;2023;12;567730;97.6;23.0;78.7;118
3136702;Juiz de Fora;2023;12;567730;97.6;23.0;78.7;145
3136702;Juiz de Fora;2024;1;567730;225.7;22.8;83.3;1303
3136702;Juiz de Fora;2024;2;567730;241.4;22.8;83.2;3798
3136702;Juiz de Fora;2024;3;567730;188.3;22.7;83.7;6749
3136702;Juiz de Fora;2024;4;567730;14.4;21.3;78.7;6678
3136702;Juiz de Fora;2024;5;567730;10.8;20.5;74.9;5329
3136702;Juiz de Fora;2024;6;567730;2.0;18.2;73.6;1309
3136702;Juiz de Fora;2024;7;567730;6.0;17.6;74.6;229
3136702;Juiz de Fora;2024;8;567730;22.6;17.8;68.6;64
3136702;Juiz de Fora;2024;9;567730;19.8;21.4;66.2;77
3136702;Juiz de Fora;2024;10;567730;114.8;20.9;77.5;34
3136702;Juiz de Fora;2024;11;567730;222.9;21.1;81.4;46
3136702;Juiz de Fora;2024;12;567730;205.2;22.3;83.3;65
3136702;Juiz de Fora;2024;12;567730;205.2;22.3;83.3;20
3136702;Juiz de Fora;2025;1;567730;240.6;22.7;82.9;217
3136702;Juiz de Fora;2025;2;567730;17.3;24.4;69.7;495
3136702;Juiz de Fora;2025;3;567730;158.2;22.5;81.6;1269
3136702;Juiz de Fora;2025;4;567730;92.1;20.3;85.2;1164
3136702;Juiz de Fora;2025;5;567730;15.4;18.4;80.9;865
3136702;Juiz de Fora;2025;6;567730;11.5;17.2;79.8;487
3136702;Juiz de Fora;2025;7;567730;17.7;15.8;77.5;85
3136702;Juiz de Fora;2025;8;567730;17.6;17.2;75.7;66
3136702;Juiz de Fora;2025;9;567730;37.6;18.7;75.7;64
3136702;Juiz de Fora;2025;10;567730;71.8;19.9;74.6;26
3136702;Juiz de Fora;2025;11;567730;71.0;20.7;78.8;0
3143302;Montes Claros;2015;1;437601;3.2;27.6;45.0;20
3143302;Montes Claros;2015;2;437601;141.1;25.1;64.4;20
3143302;Montes Claros;2015;3;437601;69.2;25.5;64.3;139
3143302;Montes Claros;2015;4;437601;33.8;24.8;64.7;312
3143302;Montes Claros;2015;5;437601;3.7;22.9;62.3;686
3143302;Montes Claros;2015;6;437601;0.6;22.2;58.4;314
3143302;Montes Claros;2015;7;437601;0.8;22.5;54.8;88
3143302;Montes Claros;2015;8;437601;0.9;22.8;50.0;41
3143302;Montes Claros;2015;9;437601;0.2;27.8;35.0;19
3143302;Montes Claros;2015;10;437601;18.3;28.2;40.1;14
3143302;Montes Claros;2015;11;437601;79.6;27.7;54.3;66
3143302;Montes Claros;2015;12;437601;25.1;27.8;50.8;133
3143302;Montes Claros;2016;1;437601;286.4;23.9;79.9;952
3143302;Montes Claros;2016;2;437601;7.0;26.5;58.2;1359
3143302;Montes Claros;2016;3;437601;16.0;26.8;55.7;502
3143302;Montes Claros;2016;4;437601;0.6;26.8;48.3;97
3143302;Montes Claros;2016;5;437601;0.4;24.5;53.7;6
3143302;Montes Claros;2016;6;437601;2.6;22.6;55.1;4
3143302;Montes Claros;2016;7;437601;1.0;22.7;51.3;6
3143302;Montes Claros;2016;8;437601;4.0;24.0;48.7;6
3143302;Montes Claros;2016;9;437601;9.5;26.1;43.1;6
3143302;Montes Claros;2016;10;437601;79.1;25.8;54.9;20
3143302;Montes Claros;2016;11;437601;205.2;24.2;70.1;29
3143302;Montes Claros;2016;12;437601;149.3;24.6;70.7;35
3143302;Montes Claros;2017;1;437601;31.8;26.2;55.5;58
3143302;Montes Claros;2017;2;437601;114.1;24.2;71.5;23
3143302;Montes Claros;2017;3;437601;55.2;25.4;60.9;19
3143302;Montes Claros;2017;4;437601;4.3;24.6;61.6;41
3143302;Montes Claros;2017;5;437601;22.8;22.9;63.3;17
3143302;Montes Claros;2017;6;437601;1.7;21.9;58.0;6
3143302;Montes Claros;2017;7;437601;1.7;19.4;58.2;2
3143302;Montes Claros;2017;8;437601;0.1;22.2;47.7;1
3143302;Montes Claros;2017;9;437601;1.1;22.6;50.2;3
3143302;Montes Claros;2017;10;437601;36.5;26.0;47.3;3
3143302;Montes Claros;2017;11;437601;110.3;23.9;71.0;10
3143302;Montes Claros;2017;12;437601;233.9;23.8;75.6;14
3143302;Montes Claros;2017;12;437601;233.9;23.8;75.6;9
3143302;Montes Claros;2018;1;437601;56.5;25.1;63.8;36
3143302;Montes Claros;2018;2;437601;291.2;23.7;77.1;69
3143302;Montes Claros;2018;3;437601;113.4;24.3;75.3;83
3143302;Montes Claros;2018;4;437601;21.4;23.0;69.0;261
3143302;Montes Claros;2018;5;437601;10.7;21.9;64.4;183
3143302;Montes Claros;2018;6;437601;0.2;21.5;62.1;109
3143302;Montes Claros;2018;7;437601;1.1;20.7;55.9;80
3143302;Montes Claros;2018;8;437601;6.2;23.2;52.7;33
3143302;Montes Claros;2018;9;437601;2.9;24.9;46.8;18
3143302;Montes Claros;2018;10;437601;78.8;26.1;58.3;31
3143302;Montes Claros;2018;11;437601;102.9;23.7;71.8;34
3143302;Montes Claros;2018;12;437601;224.2;23.7;75.0;27
3143302;Montes Claros;2018;12;437601;224.2;23.7;75.0;25
3143302;Montes Claros;2019;1;437601;1.9;25.8;56.8;339
3143302;Montes Claros;2019;2;437601;80.0;25.8;66.2;430
3143302;Montes Claros;2019;3;437601;83.7;25.0;70.2;1173
3143302;Montes Claros;2019;4;437601;18.7;24.9;69.2;2244
3143302;Montes Claros;2019;5;437601;9.0;24.1;62.9;4298
3143302;Montes Claros;2019;6;437601;1.9;21.8;58.8;938
3143302;Montes Claros;2019;7;437601;0.3;21.0;52.2;122
3143302;Montes Claros;2019;8;437601;2.1;22.6;52.4;28
3143302;Montes Claros;2019;9;437601;4.7;25.3;45.8;57
3143302;Montes Claros;2019;10;437601;48.3;26.6;48.0;30
3143302;Montes Claros;2019;11;437601;99.5;26.8;56.3;30
3143302;Montes Claros;2019;12;437601;97.7;25.7;63.3;40
3143302;Montes Claros;2019;12;437601;97.7;25.7;63.3;14
3143302;Montes Claros;2020;1;437601;304.7;24.7;74.2;85
3143302;Montes Claros;2020;2;437601;98.2;24.8;75.4;96
3143302;Montes Claros;2020;3;437601;198.5;23.3;79.6;147
3143302;Montes Claros;2020;4;437601;62.0;22.8;76.7;62
3143302;Montes Claros;2020;5;437601;17.0;20.6;71.3;95
3143302;Montes Claros;2020;6;437601;2.2;20.1;66.4;58
3143302;Montes Claros;2020;7;437601;0.6;20.6;59.1;76
3143302;Montes Claros;2020;8;437601;1.5;21.6;54.4;75
3143302;Montes Claros;2020;9;437601;2.1;24.8;43.4;49
3143302;Montes Claros;2020;10;437601;113.6;26.2;56.9;43
3143302;Montes Claros;2020;11;437601;97.1;23.5;71.7;76
3143302;Montes Claros;2020;12;437601;109.4;24.7;67.0;39
3143302;Montes Claros;2021;1;437601;46.7;25.8;57.6;63
3143302;Montes Claros;2021;2;437601;201.3;23.7;77.3;100
3143302;Montes Claros;2021;3;437601;37.7;23.6;68.2;157
3143302;Montes Claros;2021;4;437601;26.8;22.9;67.2;72
3143302;Montes Claros;2021;5;437601;0.7;21.8;60.8;49
3143302;Montes Claros;2021;6;437601;1.6;20.7;59.7;29
3143302;Montes Claros;2021;7;437601;0.2;20.2;51.5;21
3143302;Montes Claros;2021;8;437601;0.2;21.3;50.7;53
3143302;Montes Claros;2021;9;437601;1.9;26.0;40.4;27
3143302;Montes Claros;2021;10;437601;112.7;25.4;61.1;28
3143302;Montes Claros;2021;11;437601;289.4;23.0;77.4;43
3143302;Montes Claros;2021;12;437601;306.6;23.1;81.4;46
3143302;Montes Claros;2022;1;437601;201.8;23.6;76.2;242
3143302;Montes Claros;2022;2;437601;193.3;23.5;78.8;449
3143302;Montes Claros;2022;3;437601;3.7;24.6;62.6;1984
3143302;Montes Claros;2022;4;437601;40.9;24.1;62.3;2751
3143302;Montes Claros;2022;5;437601;5.2;21.2;59.9;2957
3143302;Montes Claros;2022;6;437601;0.0;20.4;55.6;946
3143302;Montes Claros;2022;7;437601;0.6;20.7;55.7;363
3143302;Montes Claros;2022;8;437601;0.5;22.2;46.7;149
3143302;Montes Claros;2022;9;437601;11.6;24.5;47.8;126
3143302;Montes Claros;2022;10;437601;42.5;25.6;53.5;170
3143302;Montes Claros;2022;11;437601;293.7;23.0;73.3;230
3143302;Montes Claros;2022;12;437601;328.5;22.8;80.8;401
3143302;Montes Claros;2023;1;437601;196.3;23.2;79.3;5618
3143302;Montes Claros;2023;2;437601;4.0;25.2;62.4;11942
3143302;Montes Claros;2023;3;437601;10.2;25.0;58.9;5481
3143302;Montes Claros;2023;4;437601;52.7;24.8;62.4;1557
3143302;Montes Claros;2023;5;437601;0.4;22.1;60.7;546
3143302;Montes Claros;2023;6;437601;0.1;21.0;58.0;195
3143302;Montes Claros;2023;7;437601;6.5;21.7;53.1;158
3143302;Montes Claros;2023;8;437601;70.2;23.4;52.1;103
3143302;Montes Claros;2023;9;437601;1.6;25.9;48.2;125
3143302;Montes Claros;2023;10;437601;69.4;27.2;52.9;217
3143302;Montes Claros;2023;11;437601;28.2;28.4;45.0;363
3143302;Montes Claros;2023;12;437601;75.4;27.1;55.9;405
3143302;Montes Claros;2023;12;437601;75.4;27.1;55.9;230
3143302;Montes Claros;2024;1;437601;251.4;24.8;75.8;2417
3143302;Montes Claros;2024;2;437601;322.3;24.0;77.0;8863
3143302;Montes Claros;2024;3;437601;29.3;25.9;69.4;14202
3143302;Montes Claros;2024;4;437601;24.4;23.8;70.8;5211
3143302;Montes Claros;2024;5;437601;0.5;22.7;64.4;1898
3143302;Montes Claros;2024;6;437601;1.0;21.2;61.0;572
3143302;Montes Claros;2024;7;437601;0.1;20.8;54.5;231
3143302;Montes Claros;2024;8;437601;0.4;22.8;48.9;177
3143302;Montes Claros;2024;9;437601;0.0;25.4;40.1;263
3143302;Montes Claros;2024;10;437601;76.4;26.1;58.8;280
3143302;Montes Claros;2024;11;437601;282.6;23.7;75.9;549
3143302;Montes Claros;2024;12;437601;104.9;24.5;76.7;625
3143302;Montes Claros;2024;12;437601;104.9;24.5;76.7;135
3143302;Montes Claros;2025;1;437601;276.4;24.4;78.5;716
3143302;Montes Claros;2025;2;437601;7.5;25.9;59.0;678
3143302;Montes Claros;2025;3;437601;45.7;26.2;60.3;616
3143302;Montes Claros;2025;4;437601;103.5;24.8;69.2;382
3143302;Montes Claros;2025;5;437601;2.5;22.6;63.3;379
3143302;Montes Claros;2025;6;437601;4.7;21.7;59.6;313
3143302;Montes Claros;2025;7;437601;0.9;21.2;52.4;176
3143302;Montes Claros;2025;8;437601;0.0;22.7;47.4;298
3143302;Montes Claros;2025;9;437601;4.7;24.7;45.2;286
3143302;Montes Claros;2025;10;437601;54.4;25.0;51.5;245
3143302;Montes Claros;2025;11;437601;47.4;25.8;61.2;17
3154606;Ribeirão das Neves;2015;1;346971;36.6;25.4;57.1;19
3154606;Ribeirão das Neves;2015;2;346971;175.9;23.1;73.7;22
3154606;Ribeirão das Neves;2015;3;346971;80.7;23.1;74.2;184
3154606;Ribeirão das Neves;2015;4;346971;46.3;21.5;75.3;438
3154606;Ribeirão das Neves;2015;5;346971;40.3;19.3;75.6;629
3154606;Ribeirão das Neves;2015;6;346971;7.1;18.7;71.7;220
3154606;Ribeirão das Neves;2015;7;346971;0.2;19.4;66.9;63
3154606;Ribeirão das Neves;2015;8;346971;2.8;20.2;59.1;31
3154606;Ribeirão das Neves;2015;9;346971;25.7;23.8;56.4;19
3154606;Ribeirão das Neves;2015;10;346971;28.8;25.6;51.3;26
3154606;Ribeirão das Neves;2015;11;346971;166.5;25.0;67.1;76
3154606;Ribeirão das Neves;2015;12;346971;102.4;24.0;73.2;139
3154606;Ribeirão das Neves;2016;1;346971;306.5;22.8;80.1;1447
3154606;Ribeirão das Neves;2016;2;346971;43.3;24.4;69.1;4006
3154606;Ribeirão das Neves;2016;3;346971;59.7;23.6;72.1;4087
3154606;Ribeirão das Neves;2016;4;346971;47.8;23.6;62.6;2341
3154606;Ribeirão das Neves;2016;5;346971;10.7;20.2;72.6;556
3154606;Ribeirão das Neves;2016;6;346971;12.4;18.3;72.7;43
3154606;Ribeirão das Neves;2016;7;346971;0.0;19.4;62.1;27
3154606;Ribeirão das Neves;2016;8;346971;5.2;20.8;56.3;9
3154606;Ribeirão das Neves;2016;9;346971;41.2;22.6;57.6;173
3154606;Ribeirão das Neves;2016;10;346971;41.1;23.4;62.6;213
3154606;Ribeirão das Neves;2016;11;346971;202.1;22.1;75.6;27
3154606;Ribeirão das Neves;2016;12;346971;233.1;22.8;76.4;53
3154606;Ribeirão das Neves;2017;1;346971;56.9;24.1;67.3;69
3154606;Ribeirão das Neves;2017;2;346971;119.3;23.0;74.1;91
3154606;Ribeirão das Neves;2017;3;346971;70.9;22.9;70.4;70
3154606;Ribeirão das Neves;2017;4;346971;24.0;21.9;71.8;63
3154606;Ribeirão das Neves;2017;5;346971;43.9;19.6;77.0;28
3154606;Ribeirão das Neves;2017;6;346971;10.4;18.7;72.6;17
3154606;Ribeirão das Neves;2017;7;346971;1.8;16.6;68.6;15
3154606;Ribeirão das Neves;2017;8;346971;1.6;19.6;59.6;8
3154606;Ribeirão das Neves;2017;9;346971;8.7;20.3;57.9;19
3154606;Ribeirão das Neves;2017;10;346971;53.3;23.2;60.9;16
3154606;Ribeirão das Neves;2017;11;346971;140.0;21.6;78.0;13
3154606;Ribeirão das Neves;2017;12;346971;182.5;22.7;79.6;13
3154606;Ribeirão das Neves;2017;12;346971;182.5;22.7;79.6;5
3154606;Ribeirão das Neves;2018;1;346971;163.9;23.5;70.6;23
3154606;Ribeirão das Neves;2018;2;346971;187.2;22.3;81.3;42
3154606;Ribeirão das Neves;2018;3;346971;140.3;22.9;80.8;37
3154606;Ribeirão das Neves;2018;4;346971;48.3;20.7;77.8;55
3154606;Ribeirão das Neves;2018;5;346971;29.9;19.0;73.1;34
3154606;Ribeirão das Neves;2018;6;346971;4.4;19.1;73.6;15
3154606;Ribeirão das Neves;2018;7;346971;2.8;18.4;67.1;8
3154606;Ribeirão das Neves;2018;8;346971;36.5;19.3;70.7;13
3154606;Ribeirão das Neves;2018;9;346971;61.6;21.4;66.0;17
3154606;Ribeirão das Neves;2018;10;346971;97.4;22.9;72.3;13
3154606;Ribeirão das Neves;2018;11;346971;219.9;21.4;80.3;15
3154606;Ribeirão das Neves;2018;12;346971;212.9;22.6;78.6;20
3154606;Ribeirão das Neves;2018;12;346971;212.9;22.6;78.6;6
3154606;Ribeirão das Neves;2019;1;346971;24.5;24.5;65.4;138
3154606;Ribeirão das Neves;2019;2;346971;160.0;23.9;75.3;410
3154606;Ribeirão das Neves;2019;3;346971;88.7;23.2;76.9;2162
3154606;Ribeirão das Neves;2019;4;346971;34.6;22.7;74.9;3987
3154606;Ribeirão das Neves;2019;5;346971;36.6;21.0;76.4;3049
3154606;Ribeirão das Neves;2019;6;346971;0.6;18.9;69.2;723
3154606;Ribeirão das Neves;2019;7;346971;0.1;17.9;62.2;31
3154606;Ribeirão das Neves;2019;8;346971;7.1;19.9;62.0;78
3154606;Ribeirão das Neves;2019;9;346971;47.9;23.0;57.2;51
3154606;Ribeirão das Neves;2019;10;346971;76.5;23.7;60.7;58
3154606;Ribeirão das Neves;2019;11;346971;214.9;23.2;74.6;52
3154606;Ribeirão das Neves;2019;12;346971;213.2;22.8;77.9;321
3154606;Ribeirão das Neves;2019;12;346971;213.2;22.8;77.9;8
3154606;Ribeirão das Neves;2020;1;346971;319.3;23.5;81.9;38
3154606;Ribeirão das Neves;2020;2;346971;198.8;22.9;83.0;71
3154606;Ribeirão das Neves;2020;3;346971;197.0;21.8;80.4;124
3154606;Ribeirão das Neves;2020;4;346971;94.1;20.8;79.8;87
3154606;Ribeirão das Neves;2020;5;346971;46.9;18.1;75.2;88
3154606;Ribeirão das Neves;2020;6;346971;5.4;18.6;72.2;54
3154606;Ribeirão das Neves;2020;7;346971;2.0;18.8;70.1;26
3154606;Ribeirão das Neves;2020;8;346971;14.6;18.7;65.1;22
3154606;Ribeirão das Neves;2020;9;346971;5.9;22.8;53.7;16
3154606;Ribeirão das Neves;2020;10;346971;170.7;23.1;69.2;16
3154606;Ribeirão das Neves;2020;11;346971;105.5;21.9;75.4;39
3154606;Ribeirão das Neves;2020;12;346971;187.3;22.9;77.4;32
3154606;Ribeirão das Neves;2021;1;346971;129.8;23.3;70.5;36
3154606;Ribeirão das Neves;2021;2;346971;267.2;22.3;81.4;50
3154606;Ribeirão das Neves;2021;3;346971;61.8;22.7;74.0;45
3154606;Ribeirão das Neves;2021;4;346971;25.0;20.9;68.8;26
3154606;Ribeirão das Neves;2021;5;346971;3.0;20.0;69.0;18
3154606;Ribeirão das Neves;2021;6;346971;4.8;18.4;71.8;8
3154606;Ribeirão das Neves;2021;7;346971;0.0;17.0;59.9;21
3154606;Ribeirão das Neves;2021;8;346971;2.6;19.3;58.8;7
3154606;Ribeirão das Neves;2021;9;346971;1.4;23.8;52.8;18
3154606;Ribeirão das Neves;2021;10;346971;210.7;22.1;74.7;21
3154606;Ribeirão das Neves;2021;11;346971;351.6;21.5;77.9;0
3154606;Ribeirão das Neves;2021;12;346971;208.0;21.7;79.8;1
3154606;Ribeirão das Neves;2022;1;346971;378.7;22.5;79.8;67
3154606;Ribeirão das Neves;2022;2;346971;382.0;21.9;84.6;45
3154606;Ribeirão das Neves;2022;3;346971;9.2;23.6;65.3;114
3154606;Ribeirão das Neves;2022;4;346971;37.7;22.4;67.3;189
3154606;Ribeirão das Neves;2022;5;346971;14.8;18.5;68.1;299
3154606;Ribeirão das Neves;2022;6;346971;0.4;18.1;65.0;128
3154606;Ribeirão das Neves;2022;7;346971;0.3;18.3;63.2;53
3154606;Ribeirão das Neves;2022;8;346971;0.8;19.5;55.9;41
3154606;Ribeirão das Neves;2022;9;346971;50.8;21.2;61.0;29
3154606;Ribeirão das Neves;2022;10;346971;123.1;22.7;67.7;47
3154606;Ribeirão das Neves;2022;11;346971;260.1;20.8;75.9;48
3154606;Ribeirão das Neves;2022;12;346971;297.6;21.4;82.5;55
3154606;Ribeirão das Neves;2023;1;346971;387.8;21.8;84.2;166
3154606;Ribeirão das Neves;2023;2;346971;73.2;23.4;74.5;389
3154606;Ribeirão das Neves;2023;3;346971;41.8;23.7;65.7;2097
3154606;Ribeirão das Neves;2023;4;346971;51.5;21.7;73.3;3822
3154606;Ribeirão das Neves;2023;5;346971;2.3;19.0;70.7;1965
3154606;Ribeirão das Neves;2023;6;346971;10.3;17.4;71.1;544
3154606;Ribeirão das Neves;2023;7;346971;3.8;18.6;65.7;164
3154606;Ribeirão das Neves;2023;8;346971;24.2;20.5;62.8;113
3154606;Ribeirão das Neves;2023;9;346971;32.0;22.8;62.4;81
3154606;Ribeirão das Neves;2023;10;346971;134.4;23.9;72.0;143
3154606;Ribeirão das Neves;2023;11;346971;96.3;24.9;63.7;194
3154606;Ribeirão das Neves;2023;12;346971;154.9;24.0;73.3;186
3154606;Ribeirão das Neves;2023;12;346971;154.9;24.0;73.3;336
3154606;Ribeirão das Neves;2024;1;346971;247.7;23.3;82.0;5456
3154606;Ribeirão das Neves;2024;2;346971;206.8;22.9;79.6;14338
3154606;Ribeirão das Neves;2024;3;346971;125.9;23.7;78.2;12737
3154606;Ribeirão das Neves;2024;4;346971;32.5;22.5;71.4;4085
3154606;Ribeirão das Neves;2024;5;346971;0.4;21.4;66.3;1538
3154606;Ribeirão das Neves;2024;6;346971;0.0;19.4;61.3;499
3154606;Ribeirão das Neves;2024;7;346971;0.3;19.4;58.0;118
3154606;Ribeirão das Neves;2024;8;346971;0.4;20.7;51.4;109
3154606;Ribeirão das Neves;2024;9;346971;0.9;24.2;44.2;170
3154606;Ribeirão das Neves;2024;10;346971;120.9;23.5;67.2;145
3154606;Ribeirão das Neves;2024;11;346971;138.4;22.4;75.3;242
3154606;Ribeirão das Neves;2024;12;346971;193.8;23.1;77.9;201
3154606;Ribeirão das Neves;2024;12;346971;193.8;23.1;77.9;48
3154606;Ribeirão das Neves;2025;1;346971;225.2;23.1;80.1;438
3154606;Ribeirão das Neves;2025;2;346971;18.8;24.3;63.7;673
3154606;Ribeirão das Neves;2025;3;346971;86.1;24.1;68.5;665
3154606;Ribeirão das Neves;2025;4;346971;88.8;22.3;75.3;476
3154606;Ribeirão das Neves;2025;5;346971;3.2;20.4;66.0;316
3154606;Ribeirão das Neves;2025;6;346971;1.9;19.3;63.8;212
3154606;Ribeirão das Neves;2025;7;346971;1.1;18.7;56.7;126
3154606;Ribeirão das Neves;2025;8;346971;8.7;19.9;55.1;153
3154606;Ribeirão das Neves;2025;9;346971;17.8;22.2;54.8;196
3154606;Ribeirão das Neves;2025;10;346971;75.9;22.5;59.6;150
3154606;Ribeirão das Neves;2025;11;346971;151.1;22.8;72.3;13
3170107;Uberaba;2015;1;356781;107.6;26.0;64.6;67
3170107;Uberaba;2015;2;356781;272.2;23.6;79.0;183
3170107;Uberaba;2015;3;356781;335.3;22.8;84.1;549
3170107;Uberaba;2015;4;356781;81.2;22.9;78.4;1132
3170107;Uberaba;2015;5;356781;88.5;20.7;76.1;1251
3170107;Uberaba;2015;6;356781;27.0;20.4;69.8;436
3170107;Uberaba;2015;7;356781;11.5;21.4;63.4;137
3170107;Uberaba;2015;8;356781;4.5;22.8;46.4;92
3170107;Uberaba;2015;9;356781;101.4;25.0;55.4;55
3170107;Uberaba;2015;10;356781;88.1;27.8;50.5;107
3170107;Uberaba;2015;11;356781;193.0;25.1;77.0;371
3170107;Uberaba;2015;12;356781;268.7;24.6;77.4;336
3170107;Uberaba;2016;1;356781;361.4;23.6;83.6;1674
3170107;Uberaba;2016;2;356781;173.4;24.8;78.4;3240
3170107;Uberaba;2016;3;356781;234.1;24.1;79.0;3122
3170107;Uberaba;2016;4;356781;13.3;24.5;59.7;2074
3170107;Uberaba;2016;5;356781;8.2;22.2;65.9;712
3170107;Uberaba;2016;6;356781;46.1;19.6;68.1;131
3170107;Uberaba;2016;7;356781;0.0;21.7;48.6;93
3170107;Uberaba;2016;8;356781;19.6;22.9;49.2;64
3170107;Uberaba;2016;9;356781;1.8;25.4;45.4;64
3170107;Uberaba;2016;10;356781;148.1;24.7;64.9;138
3170107;Uberaba;2016;11;356781;287.2;23.3;77.3;171
3170107;Uberaba;2016;12;356781;318.8;24.1;77.7;211
3170107;Uberaba;2017;1;356781;209.6;24.1;77.2;211
3170107;Uberaba;2017;2;356781;88.3;24.2;73.1;185
3170107;Uberaba;2017;3;356781;87.2;24.1;72.4;283
3170107;Uberaba;2017;4;356781;80.7;23.3;71.0;277
3170107;Uberaba;2017;5;356781;34.8;22.1;70.2;126
3170107;Uberaba;2017;6;356781;6.5;20.3;63.2;90
3170107;Uberaba;2017;7;356781;0.3;19.1;53.4;52
3170107;Uberaba;2017;8;356781;3.8;23.0;46.8;66
3170107;Uberaba;2017;9;356781;27.5;25.0;35.5;114
